folds,avg_sharpe,avg_return_%,avg_max_dd_%,trades_sum,ticker,strategy,params
15,0.5828369881593765,0.8555973830960788,-0.1628183093882587,15,SPY,VolumeBreakout,{'default': True}
15,-0.06174294063977448,-1.842513908425396,-1.2822933481248913,9,QQQ,VolumeBreakout,{'default': True}
15,0.7472733862155121,0.7442823741328999,-2.1452489831785018,37,DIA,VolumeBreakout,{'default': True}
15,0.20045242470671476,-0.44810825605456284,-2.6811867179604914,42,AAPL,VolumeBreakout,{'default': True}
15,1.2980626157758064,-1.7966940429584515,-2.332214898514075,34,MSFT,VolumeBreakout,{'default': True}
15,-0.4408039992803201,-1.888976064070193,-0.8118892904949746,18,GOOGL,VolumeBreakout,{'default': True}
15,-0.08084967617914574,-0.7368521319909291,-2.9091114439531314,49,AMZN,VolumeBreakout,{'default': True}
15,0.05686890961814295,0.31236370171110206,-1.740681667868856,20,NVDA,VolumeBreakout,{'default': True}
