ticker,strategy,folds,avg_sharpe,avg_return_%,avg_max_dd_%,trades_sum,avg_win_rate,avg_profit_factor
2914_T,RSIMomentum,15,-0.083953661900722,-0.0623294060358603,-1.1699142431352283,231,41.66666666666667,1.010387495764615
3382_T,RSIMomentum,15,-0.3930549885468488,-0.6386580100572319,-1.739182254257876,204,37.5,0.7121253962584899
4523_T,RSIMomentum,15,0.0192399878873421,0.0180595168173458,-1.203196053669542,216,42.85714285714285,1.172603788165616
8411_T,RSIMomentum,15,0.2548372608382926,0.3439774646318692,-1.6443632020734067,237,45.0,1.2180537426029805
9432_T,RSIMomentum,15,-0.4319708910175541,-0.6896336021031456,-1.713718753479021,221,37.5,0.7093590430321649
DIA,RSIMomentum,15,-0.61980566453465,-0.5905421427680557,-0.913628156466728,319,30.0,0.6830427890009865
INTC,RSIMomentum,15,-0.1103163287420655,-0.1571968001195782,-1.6040156235404446,231,43.75,0.9158473718546166
QCOM,RSIMomentum,15,-0.2665338767642007,-0.48756818190802,-1.7579894644499938,252,46.15384615384615,0.864914186331189
