ticker,strategy,folds,avg_sharpe,avg_return_%,avg_max_dd_%,trades_sum,avg_win_rate,avg_profit_factor
2914_T,BollingerBands,15,-0.1450085198514009,-0.0707748631532158,-0.6673539079502522,58,66.66666666666666,0.7576645186329228
3382_T,BollingerBands,15,0.2006840356206469,0.185861746999828,-0.7113634418352999,66,60.0,1.3223864260334464
4523_T,BollingerBands,15,0.1882045506174258,0.1232301097966992,-0.6508319005774643,71,33.33333333333333,0.7387913312244665
8411_T,BollingerBands,15,0.6602481655759879,0.3010438102058542,-0.6866214399765869,61,60.0,2.270015694412984
9432_T,BollingerBands,15,0.7196714496713452,0.2242524686884571,-0.3476991813848973,56,57.14285714285714,1.3914514774056
DIA,BollingerBands,15,0.0670842448248402,0.054674484293675,-0.4468946839677912,79,50.0,1.0662133830499771
INTC,BollingerBands,15,-0.0153398929626214,-0.0123318679291114,-0.9980274350840256,77,62.5,0.8028418013591062
QCOM,BollingerBands,15,0.1173140148209911,0.1687095718268829,-1.08793033854091,76,50.0,0.7264065136732883
