ticker,strategy,folds,avg_sharpe,avg_return_%,avg_max_dd_%,trades_sum,avg_win_rate,avg_profit_factor
2914_T,OBV,15,-0.5562899095522963,-0.6413974041666807,-1.3436718666918424,161,33.33333333333333,0.5108723478575871
3382_T,OBV,15,-0.2051494669306917,-0.191295922401754,-1.5186578685681962,164,37.5,0.848921269517143
4523_T,OBV,15,-0.7080471558277937,-0.7282227388306637,-1.7778813960822817,148,30.76923076923077,0.5102708818414091
8411_T,OBV,15,-0.353298318728673,-0.2811680851327255,-1.778568801551994,159,40.0,0.8190293224272607
9432_T,OBV,15,-0.712936399931312,-0.7739466619788873,-1.6678334092365632,184,27.27272727272727,0.6338194912358944
DIA,OBV,15,0.0525540282541379,0.0444947742482181,-0.915071928449751,157,33.33333333333333,1.0545648781804993
INTC,OBV,15,-0.6624973974994468,-1.1089731576181368,-1.9870279544521363,184,25.0,0.5985765295505371
QCOM,OBV,15,0.029321638821071,0.0831063030204677,-1.941243010366389,164,37.5,1.0428406074921197
